what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415172489281
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1415172491328
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1415172494125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415172497796
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415172497796
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415172497890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415172572562
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415172577484
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415172577843
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415172588140
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1415172594250
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415172594843
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1415172597906
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1415172599562
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1415172599687
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1415172602500
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1415172602500
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1415172603156
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1415172603421
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1415172603531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415172620406
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1415172661171
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1415172663296
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1415172678203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415172679031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415172681203
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415172740000
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415172754906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415172754921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415172754984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415172897359
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1415172900468
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415172904750
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415172913500
