what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1413443934875
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1413443941140
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1413443949515
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1413443952328
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1413443955296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413443987671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413443994546
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1413444001531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1413444002500
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1413444003140
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1413444006609
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1413444015015
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1413444035234
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1413444036156
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1413444038234
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1413444052000
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1413444054734
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413444068859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413444360765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413444361921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413444361921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413444361968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413444398328
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1413444400984
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1413444403593
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1413444405078
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1413444405078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413444420906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413444440312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413444443062
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413444443078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413444443156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413444458703
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1413444460140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413444467375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413444467375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413444467453
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413444471031
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1413444472171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413444477000
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1413444480015
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1413444493328
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1413444493390
